Channel Id,Channel Url,Channel Title
UCFzZq2WvtLxrsCC8iYD80bA,http://www.youtube.com/channel/UCFzZq2WvtLxrsCC8iYD80bA,FAT WRECK CHORDS
UCJYlBBZRh5nYl8fEb_XdoLA,http://www.youtube.com/channel/UCJYlBBZRh5nYl8fEb_XdoLA,The Beat Goes On
UCpd4UYjFR20i-1ZJ4YZfgTw,http://www.youtube.com/channel/UCpd4UYjFR20i-1ZJ4YZfgTw,Gobcast Clips





