Video ID,Playlist Video Creation Timestamp
ixp52bKEPSc,2012-07-21T15:29:35+00:00
_gePudgylFE,2013-01-01T21:02:02+00:00
Lax1QwviloQ,2013-02-24T04:32:04+00:00
jlqXjW2tCkg,2013-03-03T04:10:42+00:00
xxPXB0ah2B8,2013-12-18T13:15:58+00:00
MEMnQYFglJA,2014-02-03T07:10:10+00:00
RtXzkrTJyPg,2015-03-17T05:40:33+00:00
U4zhBGnyrGs,2015-03-17T05:40:42+00:00
7Qclwo6mIu8,2022-09-30T19:44:22+00:00
xS1SRfSPfdg,2022-10-13T19:23:45+00:00
r-Y7U4LOTYY,2023-01-18T20:00:35+00:00





