Channel ID,Channel Auto Moderation in Live Chat,Video Default Allowed Comments Type,Video Default Targeted Audience,Video Default License,Video Default Location Latitude,Video Default Location Longitude
UC2ivwKiOnpQPvzkb-XR5ICA,false,Hold potentially inappropriate comments for review,Not set,Not set,0,0





